"year","country","dengue_count"
2005,"Indonesia",116
2005,"Mexico",156
2005,"Philippines",138
2005,"Singapore",622
2005,"Venezuela",207
2005,"Argentina",14
2005,"Bolivia",36
2005,"Brazil",30
2005,"India",237
2005,"Indonesia",168
2005,"Mexico",179
2005,"Philippines",137
2005,"Singapore",401
2005,"Venezuela",239
2005,"Argentina",22
2005,"Bolivia",26
2005,"Brazil",48
2005,"India",285
2005,"Indonesia",277
2005,"Mexico",194
2005,"Philippines",141
2005,"Singapore",359
2005,"Venezuela",283
2005,"Argentina",46
2005,"Bolivia",23
2005,"Brazil",43
2005,"India",295
2005,"Indonesia",168
2005,"Mexico",169
2005,"Philippines",115
2005,"Singapore",345
2005,"Venezuela",301
2005,"Argentina",36
2005,"Bolivia",30
2005,"Brazil",41
2005,"India",276
2005,"Indonesia",154
2005,"Mexico",155
2005,"Philippines",117
2005,"Singapore",324
2005,"Venezuela",246
2005,"Argentina",34
2005,"Bolivia",24
2005,"Brazil",46
2005,"India",251
2005,"Indonesia",144
2005,"Mexico",147
2005,"Philippines",106
2005,"Singapore",246
2005,"Venezuela",244
2005,"Argentina",29
2005,"Bolivia",49
2005,"Brazil",67
2005,"India",232
2005,"Indonesia",214
2005,"Mexico",115
2005,"Philippines",90
2005,"Singapore",203
2005,"Venezuela",206
2005,"Argentina",22
2005,"Bolivia",61
2005,"Brazil",69
2005,"India",198
2005,"Indonesia",207
2005,"Mexico",105
2005,"Philippines",94
2005,"Singapore",164
2005,"Venezuela",275
2005,"Argentina",19
2005,"Bolivia",52
2005,"Brazil",32
2005,"India",150
2005,"Indonesia",288
2005,"Mexico",91
2005,"Philippines",81
2005,"Singapore",156
2005,"Venezuela",211
2005,"Argentina",17
2005,"Bolivia",25
2005,"Brazil",37
2005,"India",123
2005,"Indonesia",307
2005,"Mexico",67
2005,"Philippines",80
2005,"Singapore",156
2005,"Venezuela",177
2005,"Argentina",14
2005,"Bolivia",15
2005,"Brazil",27
2005,"India",98
2005,"Indonesia",377
2005,"Mexico",50
2005,"Philippines",82
2005,"Singapore",146
2005,"Venezuela",187
2005,"Argentina",12
2005,"Bolivia",17
2005,"Brazil",43
2005,"India",54
2005,"Indonesia",452
2005,"Mexico",44
2005,"Philippines",80
2005,"Singapore",142
2005,"Venezuela",180
2005,"Argentina",12
2005,"Bolivia",13
2005,"Brazil",46
2005,"India",49
2005,"Indonesia",430
2005,"Mexico",54
2005,"Philippines",95
2005,"Singapore",138
2005,"Venezuela",180
2006,"Argentina",10
2006,"Bolivia",13
2006,"Brazil",67
2006,"India",74
2006,"Indonesia",386
2006,"Mexico",33
2006,"Philippines",96
2006,"Singapore",140
2006,"Venezuela",204
2006,"Argentina",10
2006,"Bolivia",10
2006,"Brazil",55
2006,"India",46
2006,"Indonesia",293
2006,"Mexico",46
2006,"Philippines",95
2006,"Singapore",144
2006,"Venezuela",207
2006,"Argentina",10
2006,"Bolivia",17
2006,"Brazil",88
2006,"India",47
2006,"Indonesia",248
2006,"Mexico",44
2006,"Philippines",94
2006,"Singapore",135
2006,"Venezuela",201
2006,"Argentina",10
2006,"Bolivia",11
2006,"Brazil",127
2006,"India",33
2006,"Indonesia",259
2006,"Mexico",42
2006,"Philippines",95
2006,"Singapore",132
2006,"Venezuela",200
2006,"Argentina",10
2006,"Bolivia",9
2006,"Brazil",133
2006,"India",37
2006,"Indonesia",273
2006,"Mexico",35
2006,"Philippines",84
2006,"Singapore",134
2006,"Venezuela",194
2006,"Argentina",12
2006,"Bolivia",9
2006,"Brazil",145
2006,"India",29
2006,"Indonesia",221
2006,"Mexico",31
2006,"Philippines",93
2006,"Singapore",123
2006,"Venezuela",215
2006,"Argentina",12
2006,"Bolivia",20
2006,"Brazil",137
2006,"India",35
2006,"Indonesia",201
2006,"Mexico",36
2006,"Philippines",82
2006,"Singapore",127
2006,"Venezuela",217
2006,"Argentina",17
2006,"Bolivia",16
2006,"Brazil",136
2006,"India",27
2006,"Indonesia",244
2006,"Mexico",36
2006,"Philippines",84
2006,"Singapore",135
2006,"Venezuela",199
2006,"Argentina",19
2006,"Bolivia",14
2006,"Brazil",162
2006,"India",29
2006,"Indonesia",235
2006,"Mexico",65
2006,"Philippines",78
2006,"Singapore",132
2006,"Venezuela",183
2006,"Argentina",24
2006,"Bolivia",12
2006,"Brazil",156
2006,"India",27
2006,"Indonesia",236
2006,"Mexico",49
2006,"Philippines",70
2006,"Singapore",129
2006,"Venezuela",189
2006,"Argentina",29
2006,"Bolivia",16
2006,"Brazil",167
2006,"India",37
2006,"Indonesia",203
2006,"Mexico",49
2006,"Philippines",71
2006,"Singapore",120
2006,"Venezuela",167
2006,"Argentina",22
2006,"Bolivia",15
2006,"Brazil",175
2006,"India",34
2006,"Indonesia",247
2006,"Mexico",51
2006,"Philippines",67
2006,"Singapore",122
2006,"Venezuela",204
2006,"Argentina",24
2006,"Bolivia",29
2006,"Brazil",161
2006,"India",21
2006,"Indonesia",274
2006,"Mexico",71
2006,"Philippines",66
2006,"Singapore",121
2006,"Venezuela",205
2006,"Argentina",34
2006,"Bolivia",21
2006,"Brazil",155
2006,"India",29
2006,"Indonesia",231
2006,"Mexico",77
2006,"Philippines",65
2006,"Singapore",123
2006,"Venezuela",168
2006,"Argentina",48
2006,"Bolivia",45
2006,"Brazil",187
2006,"India",24
2006,"Indonesia",207
2006,"Mexico",57
2006,"Philippines",58
2006,"Singapore",115
2006,"Venezuela",229
2006,"Argentina",41
2006,"Bolivia",54
2006,"Brazil",197
2006,"India",22
2006,"Indonesia",257
2006,"Mexico",74
2006,"Philippines",61
2006,"Singapore",111
2006,"Venezuela",172
2006,"Argentina",34
2006,"Bolivia",69
2006,"Brazil",217
2006,"India",33
2006,"Indonesia",266
2006,"Mexico",68
2006,"Philippines",61
2006,"Singapore",117
2006,"Venezuela",145
2006,"Argentina",29
2006,"Bolivia",39
2006,"Brazil",211
2006,"India",20
2006,"Indonesia",245
2006,"Mexico",47
2006,"Philippines",59
2006,"Singapore",131
2006,"Venezuela",148
2006,"Argentina",27
2006,"Bolivia",51
2006,"Brazil",158
2006,"India",17
2006,"Indonesia",201
2006,"Mexico",49
2006,"Philippines",53
2006,"Singapore",118
2006,"Venezuela",172
2006,"Argentina",24
2006,"Bolivia",41
2006,"Brazil",119
2006,"India",28
2006,"Indonesia",210
2006,"Mexico",64
2006,"Philippines",55
2006,"Singapore",122
2006,"Venezuela",169
2006,"Argentina",24
2006,"Bolivia",41
2006,"Brazil",118
2006,"India",25
2006,"Indonesia",220
2006,"Mexico",63
2006,"Philippines",56
2006,"Singapore",151
2006,"Venezuela",176
2006,"Argentina",22
2006,"Bolivia",27
2006,"Brazil",132
2006,"India",18
2006,"Indonesia",176
2006,"Mexico",67
2006,"Philippines",62
2006,"Singapore",131
2006,"Venezuela",193
2006,"Argentina",27
2006,"Bolivia",22
2006,"Brazil",90
2006,"India",32
2006,"Indonesia",173
2006,"Mexico",71
2006,"Philippines",60
2006,"Singapore",118
2006,"Venezuela",193
2006,"Argentina",24
2006,"Bolivia",24
2006,"Brazil",63
2006,"India",36
2006,"Indonesia",167
2006,"Mexico",86
2006,"Philippines",57
2006,"Singapore",135
2006,"Venezuela",204
2006,"Argentina",22
2006,"Bolivia",20
2006,"Brazil",83
2006,"India",45
2006,"Indonesia",181
2006,"Mexico",74
2006,"Philippines",66
2006,"Singapore",153
2006,"Venezuela",207
2006,"Argentina",24
2006,"Bolivia",28
2006,"Brazil",66
2006,"India",51
2006,"Indonesia",225
2006,"Mexico",77
2006,"Philippines",66
2006,"Singapore",172
2006,"Venezuela",201
2006,"Argentina",19
2006,"Bolivia",24
2006,"Brazil",45
2006,"India",63
2006,"Indonesia",180
2006,"Mexico",60
2006,"Philippines",81
2006,"Singapore",173
2006,"Venezuela",173
2006,"Argentina",14
2006,"Bolivia",23
2006,"Brazil",44
2006,"India",53
2006,"Indonesia",153
2006,"Mexico",84
2006,"Philippines",123
2006,"Singapore",144
2006,"Venezuela",171
2006,"Argentina",14
2006,"Bolivia",15
2006,"Brazil",45
2006,"India",57
2006,"Indonesia",148
2006,"Mexico",106
2006,"Philippines",131
2006,"Singapore",126
2006,"Venezuela",161
2006,"Argentina",12
2006,"Bolivia",11
2006,"Brazil",46
2006,"India",63
2006,"Indonesia",185
2006,"Mexico",99
2006,"Philippines",149
2006,"Singapore",134
2006,"Venezuela",147
2006,"Argentina",10
2006,"Bolivia",5
2006,"Brazil",23
2006,"India",68
2006,"Indonesia",230
2006,"Mexico",106
2006,"Philippines",160
2006,"Singapore",113
2006,"Venezuela",149
2006,"Argentina",12
2006,"Bolivia",6
2006,"Brazil",39
2006,"India",57
2006,"Indonesia",172
2006,"Mexico",103
2006,"Philippines",149
2006,"Singapore",119
2006,"Venezuela",152
2006,"Argentina",12
2006,"Bolivia",5
2006,"Brazil",34
2006,"India",64
2006,"Indonesia",132
2006,"Mexico",124
2006,"Philippines",149
2006,"Singapore",129
2006,"Venezuela",150
2006,"Argentina",12
2006,"Bolivia",8
2006,"Brazil",43
2006,"India",76
2006,"Indonesia",169
2006,"Mexico",106
2006,"Philippines",209
2006,"Singapore",119
2006,"Venezuela",150
2006,"Argentina",17
2006,"Bolivia",16
2006,"Brazil",41
2006,"India",85
2006,"Indonesia",159
2006,"Mexico",129
2006,"Philippines",214
2006,"Singapore",104
2006,"Venezuela",150
2006,"Argentina",14
2006,"Bolivia",15
2006,"Brazil",26
2006,"India",88
2006,"Indonesia",157
2006,"Mexico",126
2006,"Philippines",293
2006,"Singapore",95
2006,"Venezuela",147
2006,"Argentina",14
2006,"Bolivia",8
2006,"Brazil",36
2006,"India",141
2006,"Indonesia",170
2006,"Mexico",151
2006,"Philippines",459
2006,"Singapore",107
2006,"Venezuela",148
2006,"Argentina",17
2006,"Bolivia",7
2006,"Brazil",43
2006,"India",160
2006,"Indonesia",190
2006,"Mexico",193
2006,"Philippines",430
2006,"Singapore",115
2006,"Venezuela",150
2006,"Argentina",17
2006,"Bolivia",7
2006,"Brazil",31
2006,"India",279
2006,"Indonesia",215
2006,"Mexico",221
2006,"Philippines",448
2006,"Singapore",119
2006,"Venezuela",146
2006,"Argentina",19
2006,"Bolivia",17
2006,"Brazil",26
2006,"India",466
2006,"Indonesia",192
2006,"Mexico",218
2006,"Philippines",346
2006,"Singapore",135
2006,"Venezuela",159
2006,"Argentina",17
2006,"Bolivia",43
2006,"Brazil",22
2006,"India",600
2006,"Indonesia",174
2006,"Mexico",202
2006,"Philippines",313
2006,"Singapore",132
2006,"Venezuela",165
2006,"Argentina",17
2006,"Bolivia",29
2006,"Brazil",32
2006,"India",913
2006,"Indonesia",99
2006,"Mexico",204
2006,"Philippines",296
2006,"Singapore",138
2006,"Venezuela",181
2006,"Argentina",19
2006,"Bolivia",23
2006,"Brazil",43
2006,"India",967
2006,"Indonesia",100
2006,"Mexico",166
2006,"Philippines",211
2006,"Singapore",139
2006,"Venezuela",177
2006,"Argentina",24
2006,"Bolivia",18
2006,"Brazil",36
2006,"India",917
2006,"Indonesia",167
2006,"Mexico",157
2006,"Philippines",187
2006,"Singapore",139
2006,"Venezuela",206
2006,"Argentina",22
2006,"Bolivia",20
2006,"Brazil",41
2006,"India",677
2006,"Indonesia",190
2006,"Mexico",156
2006,"Philippines",168
2006,"Singapore",116
2006,"Venezuela",203
2006,"Argentina",22
2006,"Bolivia",16
2006,"Brazil",54
2006,"India",519
2006,"Indonesia",200
2006,"Mexico",108
2006,"Philippines",166
2006,"Singapore",108
2006,"Venezuela",191
2006,"Argentina",19
2006,"Bolivia",14
2006,"Brazil",69
2006,"India",388
2006,"Indonesia",192
2006,"Mexico",112
2006,"Philippines",129
2006,"Singapore",100
2006,"Venezuela",216
2006,"Argentina",19
2006,"Bolivia",22
2006,"Brazil",52
2006,"India",305
2006,"Indonesia",215
2006,"Mexico",100
2006,"Philippines",114
2006,"Singapore",106
2006,"Venezuela",182
2006,"Argentina",14
2006,"Bolivia",14
2006,"Brazil",42
2006,"India",233
2006,"Indonesia",205
2006,"Mexico",85
2006,"Philippines",119
2006,"Singapore",111
2006,"Venezuela",183
2006,"Argentina",12
2006,"Bolivia",12
2006,"Brazil",54
2006,"India",174
2006,"Indonesia",176
2006,"Mexico",87
2006,"Philippines",117
2006,"Singapore",105
2006,"Venezuela",203
2006,"Argentina",10
2006,"Bolivia",8
2006,"Brazil",50
2006,"India",156
2006,"Indonesia",172
2006,"Mexico",62
2006,"Philippines",110
2006,"Singapore",100
2006,"Venezuela",199
2006,"Argentina",10
2006,"Bolivia",5
2006,"Brazil",59
2006,"India",179
2006,"Indonesia",190
2006,"Mexico",53
2006,"Philippines",110
2006,"Singapore",105
2006,"Venezuela",204
2006,"Argentina",10
2006,"Bolivia",4
2006,"Brazil",67
2006,"India",190
2006,"Indonesia",196
2006,"Mexico",58
2006,"Philippines",113
2006,"Singapore",127
2006,"Venezuela",230
2007,"Argentina",10
2007,"Bolivia",6
2007,"Brazil",68
2007,"India",161
2007,"Indonesia",236
2007,"Mexico",61
2007,"Philippines",115
2007,"Singapore",117
2007,"Venezuela",258
2007,"Argentina",14
2007,"Bolivia",27
2007,"Brazil",63
2007,"India",128
2007,"Indonesia",224
2007,"Mexico",61
2007,"Philippines",103
2007,"Singapore",107
2007,"Venezuela",225
2007,"Argentina",31
2007,"Bolivia",37
2007,"Brazil",97
2007,"India",68
2007,"Indonesia",383
2007,"Mexico",58
2007,"Philippines",107
2007,"Singapore",106
2007,"Venezuela",222
2007,"Argentina",77
2007,"Bolivia",80
2007,"Brazil",145
2007,"India",66
2007,"Indonesia",660
2007,"Mexico",57
2007,"Philippines",103
2007,"Singapore",111
2007,"Venezuela",248
2007,"Argentina",96
2007,"Bolivia",135
2007,"Brazil",130
2007,"India",70
2007,"Indonesia",613
2007,"Mexico",53
2007,"Philippines",106
2007,"Singapore",110
2007,"Venezuela",233
2007,"Argentina",84
2007,"Bolivia",145
2007,"Brazil",143
2007,"India",59
2007,"Indonesia",592
2007,"Mexico",48
2007,"Philippines",104
2007,"Singapore",105
2007,"Venezuela",191
2007,"Argentina",92
2007,"Bolivia",158
2007,"Brazil",164
2007,"India",40
2007,"Indonesia",562
2007,"Mexico",60
2007,"Philippines",91
2007,"Singapore",111
2007,"Venezuela",206
2007,"Argentina",195
2007,"Bolivia",172
2007,"Brazil",180
2007,"India",42
2007,"Indonesia",567
2007,"Mexico",66
2007,"Philippines",85
2007,"Singapore",117
2007,"Venezuela",207
2007,"Argentina",407
2007,"Bolivia",202
2007,"Brazil",213
2007,"India",44
2007,"Indonesia",440
2007,"Mexico",71
2007,"Philippines",88
2007,"Singapore",106
2007,"Venezuela",199
2007,"Argentina",694
2007,"Bolivia",199
2007,"Brazil",277
2007,"India",43
2007,"Indonesia",341
2007,"Mexico",81
2007,"Philippines",83
2007,"Singapore",104
2007,"Venezuela",169
2007,"Argentina",933
2007,"Bolivia",127
2007,"Brazil",306
2007,"India",27
2007,"Indonesia",371
2007,"Mexico",72
2007,"Philippines",76
2007,"Singapore",108
2007,"Venezuela",182
2007,"Argentina",561
2007,"Bolivia",107
2007,"Brazil",317
2007,"India",32
2007,"Indonesia",287
2007,"Mexico",79
2007,"Philippines",76
2007,"Singapore",113
2007,"Venezuela",177
2007,"Argentina",301
2007,"Bolivia",109
2007,"Brazil",342
2007,"India",26
2007,"Indonesia",420
2007,"Mexico",58
2007,"Philippines",72
2007,"Singapore",109
2007,"Venezuela",173
2007,"Argentina",316
2007,"Bolivia",93
2007,"Brazil",364
2007,"India",23
2007,"Indonesia",427
2007,"Mexico",66
2007,"Philippines",71
2007,"Singapore",111
2007,"Venezuela",183
2007,"Argentina",325
2007,"Bolivia",82
2007,"Brazil",384
2007,"India",19
2007,"Indonesia",392
2007,"Mexico",83
2007,"Philippines",68
2007,"Singapore",148
2007,"Venezuela",166
2007,"Argentina",207
2007,"Bolivia",89
2007,"Brazil",393
2007,"India",28
2007,"Indonesia",352
2007,"Mexico",68
2007,"Philippines",70
2007,"Singapore",142
2007,"Venezuela",162
2007,"Argentina",128
2007,"Bolivia",81
2007,"Brazil",333
2007,"India",30
2007,"Indonesia",487
2007,"Mexico",73
2007,"Philippines",63
2007,"Singapore",191
2007,"Venezuela",156
2007,"Argentina",104
2007,"Bolivia",46
2007,"Brazil",269
2007,"India",31
2007,"Indonesia",348
2007,"Mexico",56
2007,"Philippines",62
2007,"Singapore",188
2007,"Venezuela",179
2007,"Argentina",70
2007,"Bolivia",59
2007,"Brazil",253
2007,"India",29
2007,"Indonesia",299
2007,"Mexico",61
2007,"Philippines",61
2007,"Singapore",213
2007,"Venezuela",174
2007,"Argentina",53
2007,"Bolivia",64
2007,"Brazil",221
2007,"India",46
2007,"Indonesia",322
2007,"Mexico",70
2007,"Philippines",63
2007,"Singapore",287
2007,"Venezuela",163
2007,"Argentina",55
2007,"Bolivia",49
2007,"Brazil",173
2007,"India",45
2007,"Indonesia",321
2007,"Mexico",81
2007,"Philippines",72
2007,"Singapore",293
2007,"Venezuela",170
2007,"Argentina",51
2007,"Bolivia",37
2007,"Brazil",146
2007,"India",60
2007,"Indonesia",317
2007,"Mexico",91
2007,"Philippines",71
2007,"Singapore",263
2007,"Venezuela",189
2007,"Argentina",53
2007,"Bolivia",29
2007,"Brazil",180
2007,"India",82
2007,"Indonesia",250
2007,"Mexico",96
2007,"Philippines",68
2007,"Singapore",284
2007,"Venezuela",189
2007,"Argentina",43
2007,"Bolivia",22
2007,"Brazil",130
2007,"India",100
2007,"Indonesia",230
2007,"Mexico",100
2007,"Philippines",78
2007,"Singapore",347
2007,"Venezuela",224
2007,"Argentina",39
2007,"Bolivia",24
2007,"Brazil",101
2007,"India",116
2007,"Indonesia",188
2007,"Mexico",115
2007,"Philippines",110
2007,"Singapore",434
2007,"Venezuela",203
2007,"Argentina",24
2007,"Bolivia",24
2007,"Brazil",88
2007,"India",105
2007,"Indonesia",213
2007,"Mexico",104
2007,"Philippines",138
2007,"Singapore",413
2007,"Venezuela",220
2007,"Argentina",19
2007,"Bolivia",17
2007,"Brazil",100
2007,"India",136
2007,"Indonesia",181
2007,"Mexico",106
2007,"Philippines",168
2007,"Singapore",406
2007,"Venezuela",234
2007,"Argentina",19
2007,"Bolivia",17
2007,"Brazil",87
2007,"India",129
2007,"Indonesia",220
2007,"Mexico",116
2007,"Philippines",223
2007,"Singapore",377
2007,"Venezuela",262
2007,"Argentina",19
2007,"Bolivia",18
2007,"Brazil",75
2007,"India",97
2007,"Indonesia",214
2007,"Mexico",118
2007,"Philippines",208
2007,"Singapore",330
2007,"Venezuela",288
2007,"Argentina",17
2007,"Bolivia",19
2007,"Brazil",74
2007,"India",87
2007,"Indonesia",215
2007,"Mexico",104
2007,"Philippines",158
2007,"Singapore",339
2007,"Venezuela",309
2007,"Argentina",17
2007,"Bolivia",22
2007,"Brazil",45
2007,"India",100
2007,"Indonesia",234
2007,"Mexico",123
2007,"Philippines",161
2007,"Singapore",232
2007,"Venezuela",345
2007,"Argentina",19
2007,"Bolivia",19
2007,"Brazil",50
2007,"India",106
2007,"Indonesia",197
2007,"Mexico",149
2007,"Philippines",196
2007,"Singapore",214
2007,"Venezuela",346
2007,"Argentina",17
2007,"Bolivia",19
2007,"Brazil",51
2007,"India",134
2007,"Indonesia",224
2007,"Mexico",133
2007,"Philippines",199
2007,"Singapore",192
2007,"Venezuela",388
2007,"Argentina",22
2007,"Bolivia",14
2007,"Brazil",54
2007,"India",118
2007,"Indonesia",209
2007,"Mexico",178
2007,"Philippines",188
2007,"Singapore",176
2007,"Venezuela",366
2007,"Argentina",22
2007,"Bolivia",12
2007,"Brazil",68
2007,"India",128
2007,"Indonesia",179
2007,"Mexico",186
2007,"Philippines",205
2007,"Singapore",192
2007,"Venezuela",375
2007,"Argentina",19
2007,"Bolivia",13
2007,"Brazil",65
2007,"India",151
2007,"Indonesia",176
2007,"Mexico",192
2007,"Philippines",189
2007,"Singapore",224
2007,"Venezuela",353
2007,"Argentina",17
2007,"Bolivia",10
2007,"Brazil",62
2007,"India",159
2007,"Indonesia",233
2007,"Mexico",240
2007,"Philippines",225
2007,"Singapore",230
2007,"Venezuela",378
2007,"Argentina",34
2007,"Bolivia",9
2007,"Brazil",55
2007,"India",160
2007,"Indonesia",169
2007,"Mexico",274
2007,"Philippines",195
2007,"Singapore",186
2007,"Venezuela",359
2007,"Argentina",36
2007,"Bolivia",10
2007,"Brazil",59
2007,"India",174
2007,"Indonesia",174
2007,"Mexico",345
2007,"Philippines",248
2007,"Singapore",170
2007,"Venezuela",362
2007,"Argentina",29
2007,"Bolivia",20
2007,"Brazil",79
2007,"India",205
2007,"Indonesia",111
2007,"Mexico",363
2007,"Philippines",240
2007,"Singapore",151
2007,"Venezuela",385
2007,"Argentina",24
2007,"Bolivia",30
2007,"Brazil",119
2007,"India",197
2007,"Indonesia",126
2007,"Mexico",488
2007,"Philippines",180
2007,"Singapore",126
2007,"Venezuela",434
2007,"Argentina",34
2007,"Bolivia",21
2007,"Brazil",121
2007,"India",172
2007,"Indonesia",187
2007,"Mexico",586
2007,"Philippines",212
2007,"Singapore",135
2007,"Venezuela",430
2007,"Argentina",41
2007,"Bolivia",17
2007,"Brazil",122
2007,"India",139
2007,"Indonesia",201
2007,"Mexico",529
2007,"Philippines",200
2007,"Singapore",124
2007,"Venezuela",417
2007,"Argentina",31
2007,"Bolivia",16
2007,"Brazil",125
2007,"India",110
2007,"Indonesia",222
2007,"Mexico",397
2007,"Philippines",190
2007,"Singapore",120
2007,"Venezuela",441
2007,"Argentina",34
2007,"Bolivia",14
2007,"Brazil",99
2007,"India",109
2007,"Indonesia",195
2007,"Mexico",287
2007,"Philippines",170
2007,"Singapore",111
2007,"Venezuela",457
2007,"Argentina",27
2007,"Bolivia",15
2007,"Brazil",134
2007,"India",116
2007,"Indonesia",245
2007,"Mexico",214
2007,"Philippines",152
2007,"Singapore",110
2007,"Venezuela",435
2007,"Argentina",24
2007,"Bolivia",14
2007,"Brazil",131
2007,"India",88
2007,"Indonesia",192
2007,"Mexico",162
2007,"Philippines",139
2007,"Singapore",116
2007,"Venezuela",411
2007,"Argentina",24
2007,"Bolivia",16
2007,"Brazil",123
2007,"India",72
2007,"Indonesia",225
2007,"Mexico",159
2007,"Philippines",169
2007,"Singapore",115
2007,"Venezuela",408
2007,"Argentina",19
2007,"Bolivia",15
2007,"Brazil",105
2007,"India",51
2007,"Indonesia",217
2007,"Mexico",115
2007,"Philippines",141
2007,"Singapore",107
2007,"Venezuela",441
2007,"Argentina",14
2007,"Bolivia",11
2007,"Brazil",116
2007,"India",45
2007,"Indonesia",183
2007,"Mexico",88
2007,"Philippines",132
2007,"Singapore",116
2007,"Venezuela",492
2007,"Argentina",14
2007,"Bolivia",10
2007,"Brazil",150
2007,"India",45
2007,"Indonesia",220
2007,"Mexico",69
2007,"Philippines",134
2007,"Singapore",126
2007,"Venezuela",568
2007,"Argentina",14
2007,"Bolivia",8
2007,"Brazil",194
2007,"India",43
2007,"Indonesia",183
2007,"Mexico",58
2007,"Philippines",171
2007,"Singapore",120
2007,"Venezuela",509
2008,"Argentina",12
2008,"Bolivia",9
2008,"Brazil",164
2008,"India",36
2008,"Indonesia",219
2008,"Mexico",63
2008,"Philippines",149
2008,"Singapore",138
2008,"Venezuela",558
2008,"Argentina",14
2008,"Bolivia",22
2008,"Brazil",204
2008,"India",40
2008,"Indonesia",238
2008,"Mexico",57
2008,"Philippines",147
2008,"Singapore",123
2008,"Venezuela",675
2008,"Argentina",17
2008,"Bolivia",28
2008,"Brazil",175
2008,"India",39
2008,"Indonesia",309
2008,"Mexico",55
2008,"Philippines",160
2008,"Singapore",140
2008,"Venezuela",773
2008,"Argentina",14
2008,"Bolivia",30
2008,"Brazil",165
2008,"India",38
2008,"Indonesia",300
2008,"Mexico",63
2008,"Philippines",183
2008,"Singapore",140
2008,"Venezuela",733
2008,"Argentina",17
2008,"Bolivia",28
2008,"Brazil",156
2008,"India",33
2008,"Indonesia",284
2008,"Mexico",62
2008,"Philippines",186
2008,"Singapore",124
2008,"Venezuela",729
2008,"Argentina",22
2008,"Bolivia",27
2008,"Brazil",180
2008,"India",21
2008,"Indonesia",314
2008,"Mexico",63
2008,"Philippines",175
2008,"Singapore",123
2008,"Venezuela",659
2008,"Argentina",46
2008,"Bolivia",52
2008,"Brazil",191
2008,"India",25
2008,"Indonesia",280
2008,"Mexico",64
2008,"Philippines",164
2008,"Singapore",122
2008,"Venezuela",624
2008,"Argentina",41
2008,"Bolivia",33
2008,"Brazil",233
2008,"India",26
2008,"Indonesia",233
2008,"Mexico",58
2008,"Philippines",115
2008,"Singapore",116
2008,"Venezuela",544
2008,"Argentina",58
2008,"Bolivia",28
2008,"Brazil",270
2008,"India",25
2008,"Indonesia",193
2008,"Mexico",65
2008,"Philippines",116
2008,"Singapore",108
2008,"Venezuela",522
2008,"Argentina",99
2008,"Bolivia",43
2008,"Brazil",335
2008,"India",26
2008,"Indonesia",267
2008,"Mexico",54
2008,"Philippines",105
2008,"Singapore",106
2008,"Venezuela",424
2008,"Argentina",84
2008,"Bolivia",33
2008,"Brazil",447
2008,"India",15
2008,"Indonesia",231
2008,"Mexico",55
2008,"Philippines",97
2008,"Singapore",108
2008,"Venezuela",310
2008,"Argentina",75
2008,"Bolivia",40
2008,"Brazil",702
2008,"India",21
2008,"Indonesia",241
2008,"Mexico",69
2008,"Philippines",83
2008,"Singapore",113
2008,"Venezuela",483
2008,"Argentina",70
2008,"Bolivia",41
2008,"Brazil",957
2008,"India",21
2008,"Indonesia",268
2008,"Mexico",65
2008,"Philippines",84
2008,"Singapore",109
2008,"Venezuela",374
2008,"Argentina",82
2008,"Bolivia",64
2008,"Brazil",1000
2008,"India",24
2008,"Indonesia",274
2008,"Mexico",78
2008,"Philippines",86
2008,"Singapore",126
2008,"Venezuela",309
2008,"Argentina",60
2008,"Bolivia",44
2008,"Brazil",758
2008,"India",16
2008,"Indonesia",283
2008,"Mexico",78
2008,"Philippines",83
2008,"Singapore",145
2008,"Venezuela",270
2008,"Argentina",63
2008,"Bolivia",59
2008,"Brazil",662
2008,"India",26
2008,"Indonesia",239
2008,"Mexico",81
2008,"Philippines",77
2008,"Singapore",139
2008,"Venezuela",259
2008,"Argentina",53
2008,"Bolivia",46
2008,"Brazil",451
2008,"India",18
2008,"Indonesia",270
2008,"Mexico",63
2008,"Philippines",78
2008,"Singapore",146
2008,"Venezuela",239
2008,"Argentina",43
2008,"Bolivia",54
2008,"Brazil",309
2008,"India",14
2008,"Indonesia",259
2008,"Mexico",71
2008,"Philippines",75
2008,"Singapore",142
2008,"Venezuela",222
2008,"Argentina",29
2008,"Bolivia",31
2008,"Brazil",249
2008,"India",15
2008,"Indonesia",252
2008,"Mexico",66
2008,"Philippines",77
2008,"Singapore",137
2008,"Venezuela",227
2008,"Argentina",34
2008,"Bolivia",27
2008,"Brazil",229
2008,"India",21
2008,"Indonesia",236
2008,"Mexico",79
2008,"Philippines",76
2008,"Singapore",139
2008,"Venezuela",238
2008,"Argentina",24
2008,"Bolivia",28
2008,"Brazil",197
2008,"India",21
2008,"Indonesia",231
2008,"Mexico",101
2008,"Philippines",85
2008,"Singapore",115
2008,"Venezuela",207
2008,"Argentina",22
2008,"Bolivia",60
2008,"Brazil",124
2008,"India",18
2008,"Indonesia",230
2008,"Mexico",142
2008,"Philippines",79
2008,"Singapore",113
2008,"Venezuela",214
2008,"Argentina",17
2008,"Bolivia",36
2008,"Brazil",105
2008,"India",30
2008,"Indonesia",181
2008,"Mexico",120
2008,"Philippines",81
2008,"Singapore",123
2008,"Venezuela",216
2008,"Argentina",14
2008,"Bolivia",37
2008,"Brazil",100
2008,"India",45
2008,"Indonesia",186
2008,"Mexico",97
